timestamp,CPU_use,RAM_filled,Net_bytes_sent,Net_bytes_received,Disk_IO_percentage
11:25:27,3.6,2257727488,4541316760,3598291,8.897272591134346e-05
11:25:28,5.6,2263449600,4541316760,3598291,0.00013345902949594694
11:25:29,3.7,2263814144,4541316830,3598291,0.0001334589701249315
11:25:30,6.5,2260729856,4541316830,3598291,0.0001557020279132586
11:25:31,5.6,2263281664,4541316830,3598291,0.00017793215369134432
11:25:32,6.8,2263924736,4541316830,3598291,0.00020017353933785375
11:25:33,12.5,2295615488,4541316830,3598291,0.00022241449955708934
11:25:34,7.4,2300551168,4541316830,3598291,0.00024465567743794795
11:25:35,18.5,2422898688,4541397127,3601837,0.00028905180169601146
11:25:36,22.4,2607153152,4603993737,3692419,0.01716161646643762
11:25:37,15.2,2604761088,4603993737,3692634,0.017183835079643352
11:25:38,13.0,2601652224,4603993737,3692985,0.017204252317697857
11:25:39,9.6,2599374848,4603993737,3693121,0.017226468546718988
11:25:40,8.0,2604285952,4603993737,3693121,0.0172484853812696
11:25:41,10.0,2605973504,4603993737,3693203,0.017270513193744095
11:25:42,12.6,2588364800,4603993737,3693203,0.01729271730435877
11:25:43,15.9,2654158848,4603993737,3693418,0.017312266223985278
11:25:44,15.0,2709786624,4603993737,3693707,0.017332486930221574
11:25:45,13.8,2712633344,4603993737,3693922,0.01735363219465398
11:25:46,13.5,2724208640,4603993737,3694137,0.01735362062685566
11:25:47,14.4,2753052672,4603993737,3694327,0.017373848392399697
11:25:48,12.5,2761707520,4603993737,3694409,0.017396053995085446
11:25:49,13.7,2765037568,4603993737,3694409,0.017417949986156173
11:25:50,14.0,2766761984,4603993737,3694491,0.01744012026351466
11:25:51,14.7,2764361728,4603993737,3694491,0.01746232145901028
11:25:52,15.4,2777509888,4603993737,3694491,0.01748436335284106
11:25:53,17.4,2828877824,4603993737,3694491,0.017506264793474117
11:25:54,49.5,3111444480,4603993737,3694780,0.017520260299106815
11:25:55,31.2,3095306240,4603993737,3694995,0.01754245426596126
11:25:56,20.3,3101270016,4603993737,3695210,0.017564199675639637
11:25:57,12.6,3101151232,4603993737,3695561,0.017584897503860435
11:25:58,13.0,3094822912,4603993737,3695697,0.0176070889292875
11:25:59,11.7,3078139904,4603993737,3695697,0.01762907287229274
11:26:00,14.7,3072385024,4603993737,3695779,0.017651260058512263
11:26:01,17.4,3072761856,4603993737,3695779,0.01767205037022779
11:26:02,15.4,3073957888,4603993737,3695779,0.017694239653601403
11:26:03,14.2,3076214784,4603993737,3695779,0.017716027726915426
11:26:04,17.4,3072499712,4603993737,3695779,0.01773725957230672
11:26:05,19.2,3073695744,4603993737,3695779,0.017759447068495245
11:26:06,19.7,3080392704,4603993737,3695779,0.01778160295600835
11:26:07,17.9,3077591040,4603993737,3695779,0.017797279335233892
