timestamp,CPU_use,RAM_filled,Net_bytes_sent,Net_bytes_received,Disk_IO_percentage
11:30:16,4.7,3423674368,906115819,3693271,0.021403604754994855
11:30:17,6.2,3427753984,906115819,3693271,0.021425562591849426
11:30:18,17.5,3539013632,906115819,3693271,0.021425262167699247
11:30:19,33.1,3718684672,906115819,3693271,0.021404387108229943
11:30:20,55.7,3950317568,906115819,3693271,0.021385152518907765
11:30:21,83.6,4190371840,906115819,3693271,0.021383845950423218
11:30:22,88.4,4363464704,906115819,3693271,0.02132361366500974
11:30:23,89.6,4459937792,906115819,3693271,0.021287327721351713
11:30:24,89.8,4595687424,906115819,3693271,0.02129464479923435
11:30:25,78.5,4644917248,906115819,3693271,0.021275598017982657
11:30:26,37.5,4679241728,906115819,3693271,0.02130290474434345
11:30:27,16.1,4676517888,906115819,3693271,0.021311981170875478
11:30:28,14.9,4651077632,906115819,3693271,0.02132812210436604
11:30:29,17.4,4648947712,906115819,3693271,0.02134263597805067
11:30:31,62.1,4707893248,906115819,3693271,0.021382718820280523
11:30:32,86.8,4750880768,906115819,3693271,0.02139785609941773
11:30:33,63.7,4807946240,906115819,3693271,0.021414899053327212
11:30:34,41.0,4799062016,906115819,3693271,0.02142128726357336
11:30:35,87.3,4874141696,906115819,3693271,0.021403402298651973
11:30:36,81.6,4958416896,906115819,3693271,0.021418431294228144
11:30:37,57.7,4960362496,906115819,3693271,0.02143340018769874
11:30:38,10.7,4975972352,906115819,3693271,0.021470201733583928
11:30:39,15.7,4756332544,906115819,3693271,0.021464782655592707
11:30:40,7.6,4760940544,906115819,3693271,0.021485011184717167
11:30:41,24.3,4835356672,906115819,3693271,0.021504940312466567
11:30:42,16.9,4834091008,906115819,3693271,0.021526426384582766
11:30:43,32.0,4763856896,906115819,3693271,0.0215463600454997
11:30:44,13.9,4762857472,906115819,3693271,0.02156726279299935
11:30:45,24.1,4622573568,906115819,3693271,0.021588434292872022
11:30:46,15.1,4623994880,906115819,3693271,0.02160974949081219
11:30:47,13.1,4618424320,906115819,3693271,0.02163061635826684
11:30:48,9.9,4595462144,906115819,3693271,0.02165197215176825
11:30:49,17.0,4606238720,906115819,3693271,0.021672425493759313
11:30:50,12.2,4609937408,906115819,3693271,0.02169330241929919
11:30:51,10.3,4607475712,906115819,3693271,0.021714084376144867
11:30:52,20.2,4618420224,906115819,3693271,0.021734630511281307
11:30:53,17.1,4608630784,906115819,3693271,0.021755709472228914
11:30:54,13.3,4533899264,906115819,3693271,0.021776510475902996
11:30:55,21.5,4529909760,906115819,3693271,0.021795538446812417
11:30:56,16.8,4513558528,906115819,3693271,0.021859883750259237
11:30:57,15.3,4512616448,906115819,3693271,0.021880621056098892
11:30:58,9.7,4521009152,906115819,3693271,0.021901942245268126
11:30:59,53.1,4578369536,906115819,3693271,0.02192327715269013
11:31:00,27.6,4558589952,906115819,3693271,0.021934875827702198
11:31:01,36.9,4590047232,906115819,3693271,0.021956025463818345
11:31:02,49.7,4661616640,906115819,3693271,0.02197412998602704
11:31:03,81.4,4726140928,906115819,3693271,0.021993076812059358
11:31:04,69.4,4721823744,906115819,3693271,0.02201425239749641
11:31:05,44.3,4722085888,906115819,3693271,0.022034881454276328
11:31:06,13.3,4728438784,906115819,3693271,0.022077870047718353
11:31:07,15.7,4727169024,906115819,3693271,0.022099019113713023
11:31:08,20.4,4734062592,906115819,3693271,0.02212034848056683
11:31:09,15.6,4725977088,906115819,3693271,0.022141429457578056
11:31:10,23.9,4723949568,906115819,3693271,0.022162838928283506
11:31:11,19.5,4701888512,906115819,3693271,0.02218375124218238
11:31:12,16.7,4696268800,906115819,3693271,0.02220502583084164
11:31:13,21.8,4681621504,906115819,3693271,0.022225644129102565
11:31:14,18.8,4679237632,906115819,3693271,0.022246797311863273
11:31:15,15.1,4684267520,906115819,3693271,0.02226795935688238
11:31:16,20.0,4684976128,906115819,3693271,0.0222885207011904
11:31:17,14.4,4682452992,906115819,3693271,0.02230959909262812
11:31:18,22.5,4662276096,906115819,3693271,0.02233104208658501
11:31:19,19.8,4662411264,906115819,3693271,0.022352186476668773
11:31:20,17.0,4666269696,906115819,3693271,0.022373633652529073
11:31:21,9.9,4666863616,906115819,3693271,0.022394873296697617
11:31:22,15.9,4658900992,906115819,3693271,0.02241590965419422
11:31:23,13.7,4651405312,906115819,3693271,0.022437350911124403
11:31:24,14.2,4634787840,906115819,3693271,0.02245879682863701
11:31:25,12.3,4638605312,906115819,3693271,0.022479937624632844
11:31:26,15.3,4637925376,906115819,3693271,0.02249920768340407
11:31:27,15.5,4638838784,906115819,3693271,0.02254187524719093
11:31:28,13.3,4639473664,906115819,3693271,0.022562710556592792
11:31:29,6.8,4635594752,906115819,3693271,0.022583528781862434
11:31:30,18.5,4630220800,906115819,3693271,0.022604969810255497
11:31:31,19.9,4635099136,906115819,3693271,0.022625446232300797
11:31:32,18.3,4630302720,906115819,3693271,0.022646656881459552
11:31:33,17.0,4629200896,906115819,3693271,0.022667764463844674
11:31:34,14.6,4625829888,906115819,3693271,0.022689203388849943
11:31:35,8.3,4626595840,906115819,3693271,0.022710637258866982
11:31:36,6.3,4625461248,906115819,3693486,0.02273176756444771
11:31:37,15.1,4611919872,906115819,3693701,0.02275320569689038
11:31:38,9.8,4611854336,906115819,3693916,0.02277463876070232
11:31:39,10.9,4616888320,906115819,3694131,0.022796076556285617
11:31:40,14.5,4615999488,906115819,3694131,0.022816546624186994
11:31:41,13.4,4616916992,906115819,3694131,0.02283795368706224
11:31:42,31.8,4590456832,906115819,3694131,0.0228593900514191
11:31:43,29.7,4586770432,906115819,3694346,0.022880215560472997
11:31:44,8.4,4584837120,906115819,3694346,0.022901498213214994
11:31:45,10.7,4579950592,906115819,3694561,0.022922844557123918
11:31:46,10.3,4580388864,906115819,3694776,0.022944121432516007
11:31:47,8.4,4580900864,906115819,3694776,0.02296555602446854
11:31:48,11.8,4577632256,906115819,3694776,0.022986990450336774
11:31:49,21.1,4531040256,906115819,3694776,0.023008424710122637
11:31:50,9.8,4532682752,906115819,3694776,0.023029363137490304
11:31:51,10.8,4533194752,906115819,3694776,0.023048112935753384
11:31:52,10.2,4533489664,906115819,3694776,0.02306907709112065
11:31:53,12.3,4531417088,906115819,3694776,0.023090129674318886
11:31:54,16.4,4531212288,906115819,3694991,0.02311153451174543
11:31:55,10.9,4535586816,906115819,3695206,0.023132929181334784
11:31:56,13.8,4575993856,906115819,3695495,0.02315410439047331
11:31:57,8.7,4573196288,906115819,3695710,0.0231751443241796
11:31:58,7.6,4576272384,906115819,3695710,0.02319656273419477
11:31:59,10.3,4577353728,906115819,3695710,0.023217975963800184
11:32:00,7.0,4565827584,906115819,3695710,0.0232393940005245
11:32:01,7.1,4566142976,906115819,3695710,0.023281538186698463
11:32:02,8.3,4570116096,906115819,3695710,0.023302914924618674
11:32:03,11.8,4552896512,906115819,3695710,0.023324326535622608
11:32:04,8.8,4544851968,906115819,3695710,0.023345737953128536
11:32:05,9.2,4539760640,906115819,3695710,0.02336714414929798
11:32:06,16.9,4521222144,906115819,3695710,0.0233881123302849
11:32:07,14.3,4531863552,906115819,3695710,0.023406304675328685
11:32:08,13.4,4528001024,906115819,3695710,0.023445810306294237
11:32:09,13.5,4542775296,906115819,3695710,0.023466526484104546
11:32:10,12.9,4545212416,906115819,3695710,0.023487914424838083
11:32:11,14.0,4543143936,906115819,3695710,0.023508255473439165
11:32:12,13.8,4562677760,906115819,3695710,0.02352930296160583
11:32:13,29.3,4600049664,906115819,3695710,0.023542496409769298
11:32:14,12.6,4602949632,906115819,3695710,0.023563890015543352
11:32:15,22.7,4644405248,906115819,3695784,0.023584568468506914
11:32:16,17.2,4642353152,906115819,3695784,0.023605103388955457
11:32:17,11.0,4660383744,910870959,3717045,0.023626444204023697
11:32:18,15.5,4629667840,916534505,3733973,0.023647545798578157
11:32:19,18.8,4620771328,916534505,3733973,0.023668463513644676
11:32:20,20.8,4628500480,916534505,3733973,0.023689456590306864
11:32:21,17.9,4637208576,916534505,3733973,0.02370944473146797
11:32:22,16.2,4634505216,916534505,3733973,0.023730424951939978
11:32:23,8.7,4631379968,916534505,3733973,0.02375163910491357
11:32:24,13.5,4624101376,916534505,3733973,0.023773016272371703
11:32:25,12.4,4623536128,916534505,3733973,0.02379352891241542
11:32:26,20.9,4589350912,916534505,3733973,0.02381471037669047
11:32:27,16.5,4595027968,916534505,3733973,0.023835937393373672
11:32:28,6.9,4602015744,916534505,3733973,0.023857317764749867
11:32:29,10.7,4062875648,916534505,3733973,0.023878236040984168
11:32:30,14.5,3656024064,916534505,3733973,0.023895958886057212
11:32:31,11.1,3372376064,916534505,3733973,0.02391729386886726
11:32:32,11.7,3368878080,916534505,3733973,0.02393834050785168
11:32:33,16.3,3347677184,916534505,3733973,0.023958480275993097
11:32:34,13.9,3353137152,916534505,3733973,0.023979859496502453
11:32:35,13.1,3230814208,916534505,3733973,0.024000851740163812
11:32:36,19.1,3235274752,916534505,3733973,0.02402181214921413
11:32:37,10.1,3226005504,916534505,3733973,0.024039703536102897
11:32:38,10.4,3228028928,916534505,3733973,0.024060762878711305
11:32:39,16.4,3234877440,916534505,3733973,0.02408213188522598
11:32:40,10.6,3233783808,916534505,3733973,0.02410350586781805
