,timestamp,bufferLevel,frameRate,bitrate,resolution,calculatedBitrate,CPU_use,RAM_filled,Net_bytes_sent,Net_bytes_received,Disk_IO_percentage
30,2022-12-04 11:26:06,605.308,18,590,426x240,3366,19.7,3080392704,4603993737,3695779,0.0177816029560083
31,2022-12-04 11:26:07,604.246,18,590,426x240,3477,17.9,3077591040,4603993737,3695779,0.0177972793352338
32,2022-12-04 11:26:08,603.184,18,590,426x240,3591,17.1,3069276160,4603993737,3695779,0.0178416417816632
33,2022-12-04 11:26:09,602.121,18,590,426x240,3703,14.5,3067863040,4603993737,3695779,0.0178638130575264
34,2022-12-04 11:26:10,601.058,18,590,426x240,3819,15.2,3066826752,4603993737,3695779,0.0178854683177291
35,2022-12-04 11:26:11,600.262,18,590,426x240,3928,10.3,3063787520,4603993737,3695779,0.0179074242749781
36,2022-12-04 11:26:12,599.199,18,590,426x240,4045,9.0,3062972416,4603993737,3695779,0.017929121058679
37,2022-12-04 11:26:13,598.137,18,590,426x240,4162,10.1,3067228160,4603993737,3695779,0.0179512986150262
38,2022-12-04 11:26:14,597.074,18,590,426x240,4278,10.3,3055837184,4603993737,3695779,0.0179728779287123
39,2022-12-04 11:26:15,596.277,18,590,426x240,4392,9.6,3055177728,4603993737,3695779,0.0179949229244279
40,2022-12-04 11:26:16,595.215,18,590,426x240,4529,7.8,3053629440,4603993737,3695779,0.0180170954944336
41,2022-12-04 11:26:17,594.153,18,590,426x240,4619,6.8,3055828992,4603993737,3695779,0.0180361505020256
42,2022-12-04 11:26:18,593.09,18,590,426x240,4706,7.0,3057750016,4603993737,3695779,0.0180579385853723
43,2022-12-04 11:26:19,592.293,18,590,426x240,4820,6.3,3057704960,4603993737,3695779,0.0180800786649803
44,2022-12-04 11:26:20,591.231,18,590,426x240,4948,6.0,3057766400,4603993737,3695779,0.0181022507630925
45,2022-12-04 11:26:21,590.168,18,590,426x240,4954,5.5,3057770496,4603993737,3695779,0.0181244228316926
46,2022-12-04 11:26:22,589.106,18,590,426x240,4954,5.1,3058024448,4603993737,3695779,0.0181464418970285
47,2022-12-04 11:26:23,588.309,18,590,426x240,4954,6.0,3043028992,4603993737,3695779,0.0181684242879444
48,2022-12-04 11:26:24,587.247,18,590,426x240,4954,4.8,3045076992,4603993737,3695779,0.0181904425085795
49,2022-12-04 11:26:25,586.184,18,590,426x240,4954,4.7,3044773888,4603993737,3695779,0.0182126138544862
50,2022-12-04 11:26:26,585.122,18,590,426x240,4954,4.7,3044773888,4603993737,3695982,0.0182347851708826
51,2022-12-04 11:26:27,584.059,18,590,426x240,4954,4.6,3044483072,4603993737,3695982,0.0182516808095939
52,2022-12-04 11:26:28,583.263,18,590,426x240,4954,4.7,3043807232,4603993737,3695982,0.0182738456637345
53,2022-12-04 11:26:29,582.2,18,590,426x240,4954,5.5,3043938304,4603993737,3695982,0.0182957467544869
54,2022-12-04 11:26:30,581.138,18,590,426x240,4954,5.5,3045195776,4603993737,3695982,0.0183400797438642
55,2022-12-04 11:26:31,580.075,18,590,426x240,4954,5.4,3046309888,4603993737,3695982,0.0183622360213735
56,2022-12-04 11:26:32,579.278,18,590,426x240,4954,5.8,3046371328,4603993737,3695982,0.0183830469279384
57,2022-12-04 11:26:33,578.216,18,590,426x240,4954,6.7,3055058944,4603993737,3695982,0.0184052014873398
58,2022-12-04 11:26:34,577.153,18,590,426x240,4954,6.0,3054252032,4603993737,3695982,0.0184492486282944
59,2022-12-04 11:26:35,576.091,18,590,426x240,4954,6.3,3055104000,4603993737,3695982,0.0184714027261949
60,2022-12-04 11:26:36,575.294,18,590,426x240,4954,5.6,3053490176,4603993737,3695982,0.0184935526741117
61,2022-12-04 11:26:37,574.232,18,590,426x240,4954,6.1,3053658112,4603993737,3695982,0.0185136704332747
62,2022-12-04 11:26:38,573.169,18,590,426x240,4954,6.4,3052879872,4603993737,3695982,0.0185358178350375
63,2022-12-04 11:26:39,572.107,18,590,426x240,4954,6.4,3052662784,4603993737,3695982,0.0185578376239094
64,2022-12-04 11:26:40,571.31,18,590,426x240,4954,5.9,3052658688,4603993737,3695982,0.0185799847557654
65,2022-12-04 11:26:41,570.248,18,590,426x240,4954,5.5,3052654592,4603993737,3695982,0.0186021318286965
66,2022-12-04 11:26:42,569.185,18,590,426x240,4954,5.7,3052843008,4603993737,3695982,0.0186237957235663
67,2022-12-04 11:26:43,568.123,18,590,426x240,4954,6.9,3053350912,4603993737,3695982,0.0186454253665026
68,2022-12-04 11:26:44,567.06,18,590,426x240,4954,5.2,3053576192,4603993737,3695982,0.0186674262225127
69,2022-12-04 11:26:45,566.264,18,590,426x240,4954,5.2,3054125056,4603993737,3695982,0.0186894681133674
70,2022-12-04 11:26:46,565.201,18,590,426x240,4954,4.9,3053850624,4603993737,3695982,0.018711613410529
71,2022-12-04 11:26:47,564.138,18,590,426x240,4954,5.3,3053035520,4603993737,3695982,0.0187336672766563
72,2022-12-04 11:26:48,563.076,18,590,426x240,4954,5.2,3052032000,4603993737,3695982,0.0187558123480974
73,2022-12-04 11:26:49,562.279,18,590,426x240,4954,6.1,3051966464,4603993737,3695982,0.0187779573606239
74,2022-12-04 11:26:50,561.217,18,590,426x240,4954,4.7,3052212224,4603993737,3695982,0.0187999981155662
75,2022-12-04 11:26:51,560.154,18,590,426x240,4954,4.5,3051245568,4603993737,3696122,0.0188221387148392
76,2022-12-04 11:26:52,559.092,18,590,426x240,4954,4.9,3051499520,4603993737,3696122,0.0188442834231217
77,2022-12-04 11:26:53,558.295,18,590,426x240,4954,7.1,3051675648,4603993737,3696122,0.0188659972710811
78,2022-12-04 11:26:54,557.233,18,590,426x240,4954,4.7,3051933696,4603993737,3696122,0.0188881413564556
79,2022-12-04 11:26:55,556.17,18,590,426x240,4954,5.7,3051913216,4603993737,3696122,0.0189102853829202
80,2022-12-04 11:26:56,555.108,18,590,426x240,4954,5.7,3052396544,4603993737,3696122,0.0189324293504752
81,2022-12-04 11:26:57,554.311,18,590,426x240,4954,5.2,3052187648,4603993737,3696122,0.0189545732591208
82,2022-12-04 11:26:58,553.249,18,590,426x240,4954,7.1,3054456832,4603993737,3696122,0.0189745255357269
83,2022-12-04 11:26:59,552.186,18,590,426x240,4954,6.0,3054456832,4603993737,3696122,0.0189966667721421
84,2022-12-04 11:27:00,551.124,18,590,426x240,4954,5.6,3054444544,4603993737,3696122,0.0190188079496622
85,2022-12-04 11:27:01,550.061,18,590,426x240,4954,9.7,3038007296,4603993737,3696122,0.0190409490682874
86,2022-12-04 11:27:02,549.265,18,590,426x240,4954,9.9,3037147136,4603993737,3696122,0.019063090128018
87,2022-12-04 11:27:03,548.202,18,590,426x240,4954,7.9,3034021888,4603993737,3696122,0.0190848969252092
88,2022-12-04 11:27:04,547.139,18,590,426x240,4954,5.9,3033817088,4603993737,3696122,0.0191069061879167
89,2022-12-04 11:27:05,546.078,18,590,426x240,4954,5.9,3034062848,4603993737,3696122,0.0191290422916415
90,2022-12-04 11:27:06,545.28,18,590,426x240,4954,5.8,3036057600,4603993737,3696122,0.0191511825716702
91,2022-12-04 11:27:07,544.218,18,590,426x240,4954,5.4,3036053504,4603993737,3696122,0.0191733227928083
92,2022-12-04 11:27:08,543.155,18,590,426x240,4954,6.4,3036864512,4603993737,3696122,0.0191939653818216
93,2022-12-04 11:27:09,542.093,18,590,426x240,4954,4.9,3036946432,4603993737,3696122,0.0192159291408734
94,2022-12-04 11:27:10,541.296,18,590,426x240,4954,5.1,3037134848,4603993737,3696122,0.0192380672590979
95,2022-12-04 11:27:11,540.234,18,590,426x240,4954,5.3,3037134848,4603993737,3696122,0.019260205318443
96,2022-12-04 11:27:12,539.171,18,590,426x240,4954,4.9,3037458432,4603993737,3696122,0.019282339045246
97,2022-12-04 11:27:13,538.109,18,590,426x240,4954,5.3,3036909568,4603993737,3696122,0.0193039165064609
98,2022-12-04 11:27:14,537.312,18,590,426x240,4954,4.9,3035873280,4603993737,3696122,0.0193260537422758
99,2022-12-04 11:27:15,536.25,18,590,426x240,4954,4.8,3035869184,4603993737,3696122,0.0193481909192158
100,2022-12-04 11:27:16,535.187,18,590,426x240,4954,4.4,3035869184,4603993737,3696122,0.019370328037281
101,2022-12-04 11:27:17,534.125,18,590,426x240,4954,5.4,3035611136,4603993737,3696122,0.019392460798556
102,2022-12-04 11:27:18,533.062,18,590,426x240,4954,6.2,3035017216,4603993737,3696122,0.0194129929765852
103,2022-12-04 11:27:19,532.265,18,590,426x240,4954,5.4,3034501120,4603993737,3696122,0.0194351280854166
104,2022-12-04 11:27:20,531.203,18,590,426x240,4954,5.2,3034562560,4603993737,3696122,0.0194572631353839
105,2022-12-04 11:27:21,530.14,18,590,426x240,4954,5.5,3034816512,4603993737,3696122,0.0194793981264874
106,2022-12-04 11:27:22,529.078,18,590,426x240,4954,5.8,3034816512,4603993737,3696122,0.0195015330587273
107,2022-12-04 11:27:23,528.281,18,590,426x240,4954,5.3,3034791936,4603993737,3696122,0.0195231963439103
108,2022-12-04 11:27:24,527.219,18,590,426x240,4954,6.4,3035820032,4603993737,3696122,0.0195453306243918
109,2022-12-04 11:27:25,526.156,18,590,426x240,4954,6.6,3037097984,4603993737,3696122,0.0195674648460134
110,2022-12-04 11:27:26,525.094,18,590,426x240,4954,6.3,3040440320,4603993737,3696122,0.0195893689336873
111,2022-12-04 11:27:27,524.297,18,590,426x240,4954,6.8,3040956416,4603993737,3696122,0.0196115027779361
112,2022-12-04 11:27:28,523.235,18,590,426x240,4954,6.3,3041984512,4603993737,3696122,0.0196336365633269
113,2022-12-04 11:27:29,522.172,18,590,426x240,4954,6.3,3034173440,4603993737,3696122,0.01965577028986
114,2022-12-04 11:27:30,521.11,18,590,426x240,4954,5.3,3034431488,4603993737,3696122,0.0196779039575356
115,2022-12-04 11:27:31,520.313,18,590,426x240,4954,6.1,3032399872,4603993737,3696122,0.0196999153335753
116,2022-12-04 11:27:32,519.251,18,590,426x240,4954,5.8,3033161728,4603993737,3696122,0.0197220487463674
117,2022-12-04 11:27:33,518.188,18,590,426x240,4954,7.0,3034664960,4603993737,3696122,0.0197423840457606
118,2022-12-04 11:27:34,517.126,18,590,426x240,4954,5.7,3034333184,4603993737,3696122,0.0197866684717662
119,2022-12-04 11:27:35,516.063,18,590,426x240,4954,5.8,3033186304,4603993737,3696337,0.0198083519789047
120,2022-12-04 11:27:36,515.266,18,590,426x240,4954,5.1,3037896704,4603993737,3696552,0.0198304738214757
121,2022-12-04 11:27:37,514.204,18,590,426x240,4954,5.2,3037958144,4603993737,3696767,0.0198525955856224
122,2022-12-04 11:27:38,513.141,18,590,426x240,4954,5.7,3039506432,4603993737,3696982,0.0198747172713453
123,2022-12-04 11:27:39,512.079,18,590,426x240,4954,4.7,3039727616,4603993737,3696982,0.0198968388786447
124,2022-12-04 11:27:40,511.282,18,590,426x240,4954,4.9,3039981568,4603993737,3697052,0.0199189559941184
125,2022-12-04 11:27:41,510.22,18,590,426x240,4954,4.7,3040038912,4603993737,3697052,0.0199409404734677
126,2022-12-04 11:27:42,509.157,18,590,426x240,4954,5.5,3035639808,4603993737,3697267,0.0199625751566859
127,2022-12-04 11:27:43,508.095,18,590,426x240,4954,5.5,3036778496,4603993737,3697482,0.0199841555777589
128,2022-12-04 11:27:44,507.298,18,590,426x240,4954,5.2,3037327360,4603993737,3697697,0.020006107069118
129,2022-12-04 11:27:45,506.236,18,590,426x240,4954,5.3,3038355456,4603993737,3697912,0.0200282222908907
130,2022-12-04 11:27:46,505.173,18,590,426x240,4954,5.6,3038351360,4603993737,3697912,0.0200503374244699
131,2022-12-04 11:27:47,504.111,18,590,426x240,4954,5.7,3038310400,4603993737,3697912,0.020072452469856
132,2022-12-04 11:27:48,503.314,18,590,426x240,4954,5.8,3036446720,4603993737,3697912,0.0200945674270496
133,2022-12-04 11:27:49,502.251,18,590,426x240,4954,6.1,3036794880,4603993737,3697912,0.0201146457272023
134,2022-12-04 11:27:50,501.189,18,590,426x240,4954,5.6,3035955200,4603993737,3697912,0.0201367582732253
135,2022-12-04 11:27:51,500.126,18,590,426x240,4954,6.0,3035951104,4603993737,3697912,0.0201588707310752
136,2022-12-04 11:27:52,499.064,18,590,426x240,4954,6.0,3036016640,4603993737,3697912,0.0201809831007526
137,2022-12-04 11:27:53,498.267,18,590,426x240,4954,6.6,3035742208,4603993737,3697912,0.020203095382258
138,2022-12-04 11:27:54,497.205,18,590,426x240,4954,6.5,3035705344,4603993737,3698127,0.0202250014800469
139,2022-12-04 11:27:55,496.142,18,590,426x240,4954,6.4,3035705344,4603993737,3698342,0.0202471133602981
140,2022-12-04 11:27:56,495.08,18,590,426x240,4954,6.0,3035185152,4603993737,3698557,0.0202692251523805
141,2022-12-04 11:27:57,494.283,18,590,426x240,4954,6.1,3035181056,4603993737,3698772,0.0202913368562948
142,2022-12-04 11:27:58,493.221,18,590,426x240,4954,8.5,3035439104,4603993737,3698772,0.0203132369813222
143,2022-12-04 11:27:59,492.158,18,590,426x240,4954,5.7,3035164672,4603993737,3698772,0.020335204131502
144,2022-12-04 11:28:00,491.096,18,590,426x240,4954,5.2,3035410432,4603993737,3698772,0.0203573151846797
145,2022-12-04 11:28:01,490.299,18,590,426x240,4954,5.5,3034636288,4603993737,3698772,0.0203794261496945
146,2022-12-04 11:28:02,489.236,18,590,426x240,4954,5.5,3034312704,4603993737,3698772,0.0204015370265468
147,2022-12-04 11:28:03,488.175,18,590,426x240,4954,6.3,3034439680,4603993737,3698772,0.0204236478152373
148,2022-12-04 11:28:04,487.111,18,590,426x240,4954,5.4,3035111424,4603993737,3698772,0.0204456362328128
149,2022-12-04 11:28:05,486.315,18,590,426x240,4954,4.7,3034816512,4603993737,3698772,0.020467746713185
150,2022-12-04 11:28:06,485.253,18,590,426x240,4954,5.1,3035590656,4603993737,3698772,0.0204898571053978
151,2022-12-04 11:28:07,484.19,18,590,426x240,4954,5.1,3035971584,4603993737,3698772,0.020511967409452
152,2022-12-04 11:28:08,483.127,18,590,426x240,4954,5.2,3036033024,4603993737,3698772,0.020534077625348
153,2022-12-04 11:28:09,482.065,18,590,426x240,4954,4.7,3036188672,4603993737,3698772,0.0205541844460085
154,2022-12-04 11:28:10,481.268,18,590,426x240,4954,5.2,3036250112,4603993737,3698772,0.0205762923348493
155,2022-12-04 11:28:11,480.205,18,590,426x240,4954,5.2,3036696576,4603993737,3698772,0.0205984001355507
156,2022-12-04 11:28:12,479.143,18,590,426x240,4954,5.1,3036696576,4603993737,3698772,0.0206205078481132
157,2022-12-04 11:28:13,478.081,18,590,426x240,4954,6.4,3036426240,4603993737,3698772,0.0206419845451999
158,2022-12-04 11:28:14,477.284,18,590,426x240,4954,5.7,3035639808,4603993737,3698772,0.0206640914070435
159,2022-12-04 11:28:15,476.222,18,590,426x240,4954,5.4,3035545600,4603993737,3698772,0.0206861981807551
160,2022-12-04 11:28:16,475.159,18,590,426x240,4954,6.3,3034603520,4603993737,3698772,0.0207083048663353
161,2022-12-04 11:28:17,474.096,18,590,426x240,4954,5.3,3033706496,4603993737,3698772,0.0207304022810972
162,2022-12-04 11:28:18,473.3,18,590,426x240,4954,6.3,3033403392,4603993737,3698772,0.0207523571062067
163,2022-12-04 11:28:19,472.237,18,590,426x240,4954,6.1,3033399296,4603993737,3698772,0.0207744633563548
164,2022-12-04 11:28:21,470.112,18,590,426x240,4954,5.9,3032596480,4603993737,3698772,0.020796569518375
165,2022-12-04 11:28:22,469.316,18,590,426x240,4954,6.0,3032535040,4603993737,3698772,0.0208186755922677
166,2022-12-04 11:28:23,468.253,18,590,426x240,4954,6.0,3032637440,4603993737,3698772,0.0208407815780336
167,2022-12-04 11:28:24,467.19,18,590,426x240,4954,6.5,3032666112,4603993737,3698772,0.0208625917617678
168,2022-12-04 11:28:25,466.128,18,590,426x240,4954,5.9,3033743360,4603993737,3698772,0.0208832172511762
169,2022-12-04 11:28:26,465.066,18,590,426x240,4954,13.3,3017666560,4603993737,3698772,0.0209042135276834
170,2022-12-04 11:28:27,464.269,18,590,426x240,4954,8.9,3022069760,4603993737,3698772,0.0209262975799235
171,2022-12-04 11:28:28,463.206,18,590,426x240,4954,7.5,3023429632,4603993737,3698772,0.0209484000604093
172,2022-12-04 11:28:29,462.144,18,590,426x240,4954,8.5,3025776640,4603993737,3698772,0.0209700705940708
173,2022-12-04 11:28:30,461.081,18,590,426x240,4954,8.9,3019743232,4603993737,3698842,0.0209921724440535
174,2022-12-04 11:28:31,460.285,18,590,426x240,4954,8.2,3020038144,4603993737,3698842,0.0210142742059416
175,2022-12-04 11:28:32,459.222,18,590,426x240,4954,8.8,3020550144,4603993737,3698842,0.0210363758797357
176,2022-12-04 11:28:33,458.159,18,590,426x240,4954,7.9,3021242368,4603993737,3698842,0.0210584774654361
177,2022-12-04 11:28:34,457.098,18,590,426x240,4954,9.5,3026436096,4603993737,3698842,0.0210803268956406
178,2022-12-04 11:28:35,456.3,18,590,426x240,4954,8.5,3026370560,4603993737,3698842,0.0211024280413846
179,2022-12-04 11:28:36,455.238,18,590,426x240,4954,8.6,3026956288,4603993737,3698842,0.0211225038802083
180,2022-12-04 11:28:37,454.175,18,590,426x240,4954,7.4,3040067584,4603993737,3698842,0.021143114086251
181,2022-12-04 11:28:38,453.113,18,590,426x240,4954,7.0,3033837568,4603993737,3698842,0.0211337879308385
182,2022-12-04 11:28:39,452.317,18,590,426x240,4954,5.0,3033833472,4603993737,3698842,0.0211558476354526
183,2022-12-04 11:28:40,451.254,18,590,426x240,4954,5.8,3034124288,4603993737,3698842,0.0212000136175269
184,2022-12-04 11:28:41,450.192,18,590,426x240,4954,5.4,3034128384,4603993737,3698842,0.0212220730782086
185,2022-12-04 11:28:42,449.129,18,590,426x240,4954,5.3,3034124288,4603993737,3698842,0.0212441230487903
186,2022-12-04 11:28:43,448.066,18,590,426x240,4954,5.2,3033808896,4603993737,3698842,0.0212658109204139
187,2022-12-04 11:28:44,447.269,18,590,426x240,4954,5.9,3033309184,4603993737,3698842,0.0212873097128932
188,2022-12-04 11:28:45,446.207,18,590,426x240,4954,5.7,3032510464,4603993737,3698842,0.0213093630998314
189,2022-12-04 11:28:46,445.144,18,590,426x240,4954,5.9,3029618688,4603993737,3698842,0.0213314116641927
190,2022-12-04 11:28:47,444.082,18,590,426x240,4954,5.9,3029753856,4603993737,3698842,0.0213534648317718
191,2022-12-04 11:28:48,443.286,18,590,426x240,4954,6.1,3029749760,4603993737,3698842,0.0213755131670508
192,2022-12-04 11:28:49,442.223,18,590,426x240,4954,6.4,3029934080,4603993737,3698842,0.0213974147590436
193,2022-12-04 11:28:50,441.16,18,590,426x240,4954,6.5,3029995520,4603993737,3698842,0.021419462709688
194,2022-12-04 11:28:51,440.098,18,590,426x240,4954,6.2,3029925888,4603993737,3698842,0.0214415105433654
195,2022-12-04 11:28:52,439.301,18,590,426x240,4954,6.3,3029925888,4603993737,3698842,0.0214635582600768
196,2022-12-04 11:28:53,438.239,18,590,426x240,4954,5.8,3030245376,4603993737,3698842,0.0214856058598232
197,2022-12-04 11:28:54,437.176,18,590,426x240,4954,6.4,3030233088,4603993737,3698842,0.0215073490810747
198,2022-12-04 11:28:55,436.114,18,590,426x240,4954,6.5,3030233088,4603993737,3698842,0.0215293961358049
199,2022-12-04 11:28:56,435.317,18,590,426x240,4954,6.2,3030220800,4603993737,3698842,0.021550828568574
200,2022-12-04 11:28:57,434.255,18,590,426x240,4954,5.9,3030216704,4603993737,3698842,0.0215728747623889
201,2022-12-04 11:28:58,433.192,18,590,426x240,4954,5.9,3029958656,4603993737,3698842,0.0215949208392533
202,2022-12-04 11:28:59,432.13,18,590,426x240,4954,5.1,3030183936,4603993737,3698842,0.0216169667991682
203,2022-12-04 11:29:00,431.067,18,590,426x240,4954,5.2,3029397504,4603993737,3698842,0.0216390126421344
204,2022-12-04 11:29:01,430.27,18,590,426x240,4954,7.4,3030142976,4603993737,3698842,0.0216610583681531
205,2022-12-04 11:29:02,429.208,18,590,426x240,4954,4.8,3030130688,4603993737,3698842,0.0216829841621383
206,2022-12-04 11:29:03,428.146,18,590,426x240,4954,6.0,3027787776,4603993737,3698842,0.0217048088529096
207,2022-12-04 11:29:04,427.083,18,590,426x240,4954,5.7,3024375808,4603993737,3698842,0.0217268538830396
208,2022-12-04 11:29:05,426.286,18,590,426x240,4954,5.4,3024371712,4603993737,3698842,0.0217488987962293
209,2022-12-04 11:29:06,425.224,18,590,426x240,4954,5.0,3024535552,4603993737,3698842,0.021769211439599
210,2022-12-04 11:29:07,424.161,18,590,426x240,4954,4.7,3024400384,4603993737,3698842,0.0217912543695774
211,2022-12-04 11:29:08,423.099,18,590,426x240,4954,4.2,3024396288,4603993737,3698842,0.0218130947079487
212,2022-12-04 11:29:09,422.302,18,590,426x240,4954,5.1,3024748544,4603993737,3698842,0.0218351372000237
213,2022-12-04 11:29:10,421.239,18,590,426x240,4954,6.0,3024744448,4603993737,3698842,0.0218571795751839
214,2022-12-04 11:29:11,420.177,18,590,426x240,4954,5.5,3024740352,4603993737,3698842,0.0218782741444987
215,2022-12-04 11:29:12,419.115,18,590,426x240,4954,4.8,3024740352,4603993737,3698842,0.0219003153336019
216,2022-12-04 11:29:13,418.318,18,590,426x240,4954,5.5,3024736256,4603993737,3698842,0.0219217363075884
217,2022-12-04 11:29:14,417.256,18,590,426x240,4954,5.4,3024723968,4603993737,3698842,0.0219437766410817
218,2022-12-04 11:29:15,416.193,18,590,426x240,4954,6.0,3024723968,4603993737,3698842,0.0219658168576816
219,2022-12-04 11:29:16,415.13,18,590,426x240,4954,6.5,3024719872,4603993737,3698842,0.0219878569573888
220,2022-12-04 11:29:17,414.068,18,590,426x240,4954,6.1,3023945728,4603993737,3698842,0.0220098823487814
221,2022-12-04 11:29:18,413.271,18,590,426x240,4954,6.1,3024134144,4603993737,3698842,0.0220319124628142
222,2022-12-04 11:29:19,412.209,18,590,426x240,4954,5.8,3023577088,4603993737,3698842,0.0220537816158527
223,2022-12-04 11:29:20,411.146,18,590,426x240,4954,6.8,3023384576,4603993737,3698842,0.0220758210537039
224,2022-12-04 11:29:21,410.084,18,590,426x240,4954,9.1,3023605760,4603993737,3698842,0.0220978603746692
225,2022-12-04 11:29:22,409.287,18,590,426x240,4954,9.7,3020374016,4603993737,3698842,0.022118130260099
226,2022-12-04 11:29:23,408.224,18,590,426x240,4954,8.5,3020075008,4603993737,3698842,0.0221401675891368
227,2022-12-04 11:29:24,407.162,18,590,426x240,4954,7.0,3016347648,4603993737,3698842,0.0221618130528438
228,2022-12-04 11:29:25,406.1,18,590,426x240,4954,8.8,3018174464,4603993737,3698842,0.0221838497596565
229,2022-12-04 11:29:26,405.303,18,590,426x240,4954,8.9,3040432128,4614346807,3706441,0.0222058863496108
230,2022-12-04 11:29:27,404.24,18,590,426x240,4954,7.6,3030437888,4614346807,3706441,0.0222279228227075
231,2022-12-04 11:29:28,403.178,18,590,426x240,4954,7.7,3031560192,4614346807,3706441,0.0222499591789477
232,2022-12-04 11:29:29,402.115,18,590,426x240,4954,7.5,3034836992,4614346807,3706441,0.0222717936571345
233,2022-12-04 11:29:30,401.318,18,590,426x240,4954,7.2,3028557824,4614346807,3706441,0.0222938295805755
234,2022-12-04 11:29:31,400.256,18,590,426x240,4954,8.0,3029209088,4614346891,3706525,0.0223158653871647
235,2022-12-04 11:29:32,399.194,18,590,426x240,4954,7.3,3035160576,4614346891,3706525,0.0223379010769033
236,2022-12-04 11:29:33,398.131,18,590,426x240,4954,5.8,3034984448,4614346891,3706525,0.0223599366497921
237,2022-12-04 11:29:34,397.069,18,590,426x240,4954,9.1,3035226112,4614346891,3706525,0.0223818336400064
238,2022-12-04 11:29:35,396.272,18,590,426x240,4954,7.6,3032748032,4614346891,3706525,0.0224037747930136
239,2022-12-04 11:29:36,395.209,18,590,426x240,4954,6.3,3032928256,4614346891,3706740,0.0224258097871536
240,2022-12-04 11:29:37,394.147,18,590,426x240,4954,21.7,3050106880,4614346891,3706955,0.0224444973647597
241,2022-12-04 11:29:38,393.085,18,590,426x240,4954,6.8,3055706112,4614346891,3707170,0.0224658638157772
242,2022-12-04 11:29:39,392.287,18,590,426x240,4954,6.5,3067285504,4614346891,3707385,0.0224878498235764
