,timestamp,bufferLevel,frameRate,bitrate,resolution,calculatedBitrate,CPU_use,RAM_filled,Net_bytes_sent,Net_bytes_received,Disk_IO_percentage
0,2022-12-04 11:25:56,633.965,18,590,426x240,79,29.5,3095576576,2812722673,3141221,0.0006439630820406
1,2022-12-04 11:25:57,632.902,18,590,426x240,125,14.8,3102187520,2812722673,3141572,0.0006660946024189
2,2022-12-04 11:25:58,631.84,18,590,426x240,164,12.9,3102265344,2812722673,3141708,0.0006882972973618
3,2022-12-04 11:25:59,631.043,18,590,426x240,235,12.1,3095953408,2812722673,3141708,0.000710492706154
4,2022-12-04 11:26:00,629.981,18,590,426x240,377,12.5,3078418432,2812722673,3141708,0.0007326939764284
5,2022-12-04 11:26:01,628.918,18,590,426x240,520,16.0,3071959040,2812722673,3141708,0.0007548961537652
6,2022-12-04 11:26:02,627.856,18,590,426x240,654,17.2,3075178496,2812722673,3141708,0.0007770370456296
7,2022-12-04 11:26:03,627.058,18,590,426x240,798,14.9,3073122304,2812722673,3141708,0.0008214198319497
8,2022-12-04 11:26:04,625.996,18,590,426x240,945,13.6,3075780608,2812722673,3141708,0.0008435840355939
9,2022-12-04 11:26:05,624.934,18,590,426x240,1075,19.9,3072716800,2812722673,3141708,0.0008657730445891
10,2022-12-04 11:26:06,623.871,18,590,426x240,1205,18.5,3083231232,2812722673,3141708,0.0008879717620539
11,2022-12-04 11:26:07,623.074,18,590,426x240,1338,19.6,3086217216,2812722673,3141708,0.0009098373893125
12,2022-12-04 11:26:08,622.012,18,590,426x240,1472,17.3,3076296704,2812722673,3141708,0.0009320260632212
13,2022-12-04 11:26:09,620.95,18,590,426x240,1591,15.4,3068530688,2812722673,3141708,0.0009542163129603
14,2022-12-04 11:26:10,619.887,18,590,426x240,1719,15.0,3064111104,2812722673,3141708,0.0009764065233054
15,2022-12-04 11:26:11,618.825,18,590,426x240,1819,14.8,3061837824,2812722673,3141708,0.0009985554785496
16,2022-12-04 11:26:12,618.028,18,590,426x240,1960,9.4,3061293056,2812722673,3141708,0.0010207265742557
17,2022-12-04 11:26:13,616.966,18,590,426x240,2098,9.3,3067162624,2812722673,3141708,0.0010429061000077
18,2022-12-04 11:26:14,615.903,18,590,426x240,2235,10.7,3055890432,2812722673,3141708,0.0010650688858264
19,2022-12-04 11:26:15,614.841,18,590,426x240,2302,8.7,3055792128,2812722673,3141708,0.0010872474472567
20,2022-12-04 11:26:16,614.044,18,590,426x240,2405,9.6,3053629440,2812722673,3141708,0.0011094270624651
21,2022-12-04 11:26:17,612.981,18,590,426x240,2500,7.8,3055833088,2812722673,3141708,0.0011314195371861
22,2022-12-04 11:26:18,611.919,18,590,426x240,2614,6.5,3056529408,2812722673,3141708,0.0011536029543771
23,2022-12-04 11:26:19,610.857,18,590,426x240,2697,6.7,3057704960,2812722673,3141708,0.0011757618035254
24,2022-12-04 11:26:20,610.059,18,590,426x240,2697,6.9,3057766400,2812722673,3141708,0.0011979430652046
25,2022-12-04 11:26:21,608.997,18,590,426x240,2697,5.8,3057770496,2812722673,3141708,0.0012201263840184
26,2022-12-04 11:26:22,607.935,18,590,426x240,2697,5.1,3058028544,2812722673,3141708,0.0012422992007745
27,2022-12-04 11:26:23,606.872,18,590,426x240,2697,5.6,3041996800,2812722673,3141708,0.0012644822735391
28,2022-12-04 11:26:24,606.076,18,590,426x240,2697,5.2,3043532800,2812722673,3141708,0.0012866410554848
29,2022-12-04 11:26:25,605.013,18,590,426x240,2697,4.8,3044777984,2812722673,3141708,0.0013088236509314
30,2022-12-04 11:26:26,603.951,18,590,426x240,2697,4.6,3044773888,2812722673,3141708,0.0013310062168527
31,2022-12-04 11:26:27,602.888,18,590,426x240,2697,4.7,3044511744,2812722673,3141911,0.0013531887532489
32,2022-12-04 11:26:28,601.826,18,590,426x240,2697,4.6,3043549184,2812722673,3141911,0.001374973824213
33,2022-12-04 11:26:29,601.029,18,590,426x240,2697,4.9,3043680256,2812722673,3141911,0.0013971297521608
34,2022-12-04 11:26:30,599.966,18,590,426x240,2697,5.8,3045048320,2812722673,3141911,0.0014193048411212
35,2022-12-04 11:26:31,598.904,18,590,426x240,2697,5.2,3045195776,2812722673,3141911,0.0014636564944573
36,2022-12-04 11:26:32,597.842,18,590,426x240,2697,6.1,3046371328,2812722673,3141911,0.001485831789981
37,2022-12-04 11:26:33,597.045,18,590,426x240,2697,5.7,3048947712,2812722673,3141911,0.0015078963598439
38,2022-12-04 11:26:34,595.982,18,590,426x240,2697,6.5,3055112192,2812722673,3141911,0.0015522204374766
39,2022-12-04 11:26:35,594.92,18,590,426x240,2697,6.3,3054735360,2812722673,3141911,0.0015743932695796
40,2022-12-04 11:26:36,593.858,18,590,426x240,2697,5.5,3054866432,2812722673,3141911,0.0015965656984844
41,2022-12-04 11:26:37,593.061,18,590,426x240,2697,6.1,3053477888,2812722673,3141911,0.0016187380683897
42,2022-12-04 11:26:38,591.998,18,590,426x240,2697,6.0,3053654016,2812722673,3141911,0.0016407302868334
43,2022-12-04 11:26:39,590.936,18,590,426x240,2697,6.9,3052675072,2812722673,3141911,0.0016629001055442
44,2022-12-04 11:26:40,589.874,18,590,426x240,2697,6.1,3052662784,2812722673,3141911,0.0016850582833391
45,2022-12-04 11:26:41,589.076,18,590,426x240,2697,5.5,3052916736,2812722673,3141911,0.0017072278317158
46,2022-12-04 11:26:42,588.014,18,590,426x240,2697,5.8,3052847104,2812722673,3141911,0.0017293973211081
47,2022-12-04 11:26:43,586.951,18,590,426x240,2697,6.1,3052834816,2812722673,3141911,0.0017514727752124
48,2022-12-04 11:26:44,585.889,18,590,426x240,2697,5.8,3053576192,2812722673,3141911,0.001773627194538
49,2022-12-04 11:26:45,584.827,18,590,426x240,2697,5.6,3054133248,2812722673,3141911,0.0017957951456664
50,2022-12-04 11:26:46,584.03,18,590,426x240,2697,5.2,3054125056,2812722673,3141911,0.0018179529616864
51,2022-12-04 11:26:47,582.967,18,590,426x240,2697,5.2,3052777472,2812722673,3141911,0.0018401206720098
52,2022-12-04 11:26:48,581.905,18,590,426x240,2697,5.3,3053035520,2812722673,3141911,0.0018622792402366
53,2022-12-04 11:26:49,580.843,18,590,426x240,2697,4.7,3052482560,2812722673,3141911,0.0018844467245018
54,2022-12-04 11:26:50,580.046,18,590,426x240,2697,6.1,3052224512,2812722673,3141911,0.0019066141497928
55,2022-12-04 11:26:51,578.983,18,590,426x240,2697,4.7,3051245568,2812722673,3141911,0.0019287703983404
56,2022-12-04 11:26:52,577.921,18,590,426x240,2697,4.7,3051241472,2812722673,3142051,0.0019509375779231
57,2022-12-04 11:26:53,576.858,18,590,426x240,2697,4.7,3051495424,2812722673,3142051,0.0019730802026619
58,2022-12-04 11:26:54,576.061,18,590,426x240,2697,6.9,3051675648,2812722673,3142051,0.0019952261996255
59,2022-12-04 11:26:55,574.999,18,590,426x240,2697,5.4,3051683840,2812722673,3142051,0.0020173926961849
60,2022-12-04 11:26:56,573.937,18,590,426x240,2697,5.7,3052670976,2812722673,3142051,0.0020395591337748
61,2022-12-04 11:26:57,572.875,18,590,426x240,2697,5.4,3052023808,2812722673,3142051,0.0020617255123955
62,2022-12-04 11:26:58,572.078,18,590,426x240,2697,5.5,3052933120,2812722673,3142051,0.0020836511686429
63,2022-12-04 11:26:59,571.015,18,590,426x240,2697,6.8,3054452736,2812722673,3142051,0.002105814869724
64,2022-12-04 11:27:00,569.952,18,590,426x240,2697,5.8,3054448640,2812722673,3142051,0.0021279785118503
65,2022-12-04 11:27:01,568.89,18,590,426x240,2697,6.2,3054440448,2812722673,3142051,0.0021501420950219
66,2022-12-04 11:27:02,567.828,18,590,426x240,2697,13.0,3037237248,2812722673,3142051,0.0021723056192392
67,2022-12-04 11:27:03,567.03,18,590,426x240,2697,7.6,3036336128,2812722673,3142051,0.0021944306569055
68,2022-12-04 11:27:04,565.968,18,590,426x240,2697,6.6,3034087424,2812722673,3142051,0.0022165784440738
69,2022-12-04 11:27:05,564.906,18,590,426x240,2697,5.8,3034075136,2812722673,3142051,0.0022387412511072
70,2022-12-04 11:27:06,563.844,18,590,426x240,2697,6.2,3036123136,2812722673,3142051,0.0022609034980444
71,2022-12-04 11:27:07,563.047,18,590,426x240,2697,5.8,3036057600,2812722673,3142051,0.002283066182265
72,2022-12-04 11:27:08,561.984,18,590,426x240,2697,5.5,3035095040,2812722673,3142051,0.0023050489604035
73,2022-12-04 11:27:09,560.922,18,590,426x240,2697,5.7,3037470720,2812722673,3142051,0.0023271886502787
74,2022-12-04 11:27:10,559.859,18,590,426x240,2697,5.1,3037138944,2812722673,3142051,0.0023493492274935
75,2022-12-04 11:27:11,559.062,18,590,426x240,2697,5.6,3037134848,2812722673,3142051,0.0023715097457691
76,2022-12-04 11:27:12,558.0,18,590,426x240,2697,4.6,3037134848,2812722673,3142051,0.0023936702051059
77,2022-12-04 11:27:13,556.938,18,590,426x240,2697,5.3,3037474816,2812722673,3142051,0.0024157599302
78,2022-12-04 11:27:14,555.875,18,590,426x240,2697,5.5,3035975680,2812722673,3142051,0.0024379196234522
79,2022-12-04 11:27:15,555.078,18,590,426x240,2697,4.3,3035869184,2812722673,3142051,0.0024600792577697
80,2022-12-04 11:27:16,554.016,18,590,426x240,2697,4.7,3035869184,2812722673,3142051,0.0024822388331527
81,2022-12-04 11:27:17,552.954,18,590,426x240,2697,5.1,3035611136,2812722673,3142051,0.0025043977945563
82,2022-12-04 11:27:18,551.891,18,590,426x240,2697,5.4,3035611136,2812722673,3142051,0.0025265572471607
83,2022-12-04 11:27:19,550.828,18,590,426x240,2697,6.3,3034546176,2812722673,3142051,0.0025485065280825
84,2022-12-04 11:27:20,550.031,18,590,426x240,2697,5.0,3034566656,2812722673,3142051,0.0025928243585876
85,2022-12-04 11:27:21,548.969,18,590,426x240,2697,5.2,3034820608,2812722673,3142051,0.0026149817735216
86,2022-12-04 11:27:22,547.907,18,590,426x240,2697,5.4,3034816512,2812722673,3142051,0.0026371391295324
87,2022-12-04 11:27:23,546.844,18,590,426x240,2697,5.7,3034812416,2812722673,3142051,0.0026592604784973
88,2022-12-04 11:27:24,546.048,18,590,426x240,2697,6.3,3035824128,2812722673,3142051,0.002681388895183
89,2022-12-04 11:27:25,544.985,18,590,426x240,2697,6.4,3035164672,2812722673,3142051,0.0027035455393132
90,2022-12-04 11:27:26,543.922,18,590,426x240,2697,6.5,3037351936,2812722673,3142051,0.0027257021245241
91,2022-12-04 11:27:27,542.86,18,590,426x240,2697,6.7,3040956416,2812722673,3142051,0.0027478263779255
92,2022-12-04 11:27:28,542.063,18,590,426x240,2697,6.0,3040952320,2812722673,3142051,0.0027699825851194
93,2022-12-04 11:27:29,541.001,18,590,426x240,2697,6.4,3042172928,2812722673,3142051,0.0027921387333961
94,2022-12-04 11:27:30,539.939,18,590,426x240,2697,6.0,3034427392,2812722673,3142051,0.0028142948227556
95,2022-12-04 11:27:31,538.876,18,590,426x240,2697,5.4,3033690112,2812722673,3142051,0.0028364508531983
96,2022-12-04 11:27:32,538.079,18,590,426x240,2697,6.1,3033165824,2812722673,3142051,0.0028585890879566
97,2022-12-04 11:27:33,537.016,18,590,426x240,2697,6.8,3034046464,2812722673,3142051,0.0028807448631194
98,2022-12-04 11:27:34,535.954,18,590,426x240,2697,6.3,3034669056,2812722673,3142051,0.0029247937480317
99,2022-12-04 11:27:35,534.892,18,590,426x240,2697,5.4,3034267648,2812722673,3142051,0.0029691035417804
100,2022-12-04 11:27:36,533.829,18,590,426x240,2697,5.7,3033509888,2812722673,3142266,0.0029911887887142
101,2022-12-04 11:27:37,533.033,18,590,426x240,2697,5.3,3037896704,2812722673,3142481,0.0030133404013891
102,2022-12-04 11:27:38,531.97,18,590,426x240,2697,4.9,3037491200,2812722673,3142696,0.0030354919355343
103,2022-12-04 11:27:39,530.908,18,590,426x240,2697,5.7,3039506432,2812722673,3142911,0.0030576433911503
