Time,CPU_use,RAM_filled,Net_bytes_sent,Net_bytes_received,Disk_IO_percentage
11:26:25,4.8,3044777984,2812722673,3141708,0.0013088236509314081
11:26:26,4.6,3044773888,2812722673,3141708,0.001331006216852746
11:26:27,4.7,3044511744,2812722673,3141911,0.00135318875324897
11:26:28,4.6,3043549184,2812722673,3141911,0.001374973824213034
11:26:29,4.9,3043680256,2812722673,3141911,0.0013971297521608247
11:26:30,5.8,3045048320,2812722673,3141911,0.0014193048411212973
11:26:31,5.2,3045195776,2812722673,3141911,0.0014636564944573158
11:26:32,6.1,3046371328,2812722673,3141911,0.0014858317899810029
11:26:33,5.7,3048947712,2812722673,3141911,0.0015078963598439438
11:26:34,6.5,3055112192,2812722673,3141911,0.0015522204374766994
11:26:35,6.3,3054735360,2812722673,3141911,0.0015743932695796452
11:26:36,5.5,3054866432,2812722673,3141911,0.0015965656984844657
11:26:37,6.1,3053477888,2812722673,3141911,0.0016187380683897986
11:26:38,6.0,3053654016,2812722673,3141911,0.0016407302868334664
11:26:39,6.9,3052675072,2812722673,3141911,0.0016629001055442696
11:26:40,6.1,3052662784,2812722673,3141911,0.0016850582833391138
11:26:41,5.5,3052916736,2812722673,3141911,0.0017072278317158919
11:26:42,5.8,3052847104,2812722673,3141911,0.0017293973211081203
11:26:43,6.1,3052834816,2812722673,3141911,0.0017514727752124923
11:26:44,5.8,3053576192,2812722673,3141911,0.0017736271945380264
11:26:45,5.6,3054133248,2812722673,3141911,0.0017957951456664218
11:26:46,5.2,3054125056,2812722673,3141911,0.001817952961686475
11:26:47,5.2,3052777472,2812722673,3141911,0.0018401206720098523
11:26:48,5.3,3053035520,2812722673,3141911,0.001862279240236627
11:26:49,4.7,3052482560,2812722673,3141911,0.0018844467245018146
11:26:50,6.1,3052224512,2812722673,3141911,0.001906614149792808
11:26:51,4.7,3051245568,2812722673,3141911,0.0019287703983404151
11:26:52,4.7,3051241472,2812722673,3142051,0.0019509375779231905
11:26:53,4.7,3051495424,2812722673,3142051,0.00197308020266194
11:26:54,6.9,3051675648,2812722673,3142051,0.0019952261996255957
11:26:55,5.4,3051683840,2812722673,3142051,0.002017392696184927
11:26:56,5.7,3052670976,2812722673,3142051,0.00203955913377485
11:26:57,5.4,3052023808,2812722673,3142051,0.002061725512395598
11:26:58,5.5,3052933120,2812722673,3142051,0.002083651168642912
11:26:59,6.8,3054452736,2812722673,3142051,0.00210581486972404
11:27:00,5.8,3054448640,2812722673,3142051,0.0021279785118503186
11:27:01,6.2,3054440448,2812722673,3142051,0.002150142095021983
11:27:02,13.0,3037237248,2812722673,3142051,0.0021723056192392686
11:27:03,7.6,3036336128,2812722673,3142051,0.002194430656905588
11:27:04,6.6,3034087424,2812722673,3142051,0.002216578444073869
11:27:05,5.8,3034075136,2812722673,3142051,0.002238741251107249
11:27:06,6.2,3036123136,2812722673,3142051,0.0022609034980444016
11:27:07,5.8,3036057600,2812722673,3142051,0.0022830661822650423
11:27:08,5.5,3035095040,2812722673,3142051,0.0023050489604035255
11:27:09,5.7,3037470720,2812722673,3142051,0.002327188650278789
11:27:10,5.1,3037138944,2812722673,3142051,0.0023493492274935255
11:27:11,5.6,3037134848,2812722673,3142051,0.0023715097457691686
11:27:12,4.6,3037134848,2812722673,3142051,0.0023936702051059536
11:27:13,5.3,3037474816,2812722673,3142051,0.0024157599302000524
11:27:14,5.5,3035975680,2812722673,3142051,0.0024379196234522327
11:27:15,4.3,3035869184,2812722673,3142051,0.002460079257769709
11:27:16,4.7,3035869184,2812722673,3142051,0.002482238833152715
11:27:17,5.1,3035611136,2812722673,3142051,0.002504397794556381
11:27:18,5.4,3035611136,2812722673,3142051,0.00252655724716074
11:27:19,6.3,3034546176,2812722673,3142051,0.0025485065280825754
11:27:20,5.0,3034566656,2812722673,3142051,0.002592824358587609
11:27:21,5.2,3034820608,2812722673,3142051,0.0026149817735216362
11:27:22,5.4,3034816512,2812722673,3142051,0.0026371391295324513
11:27:23,5.7,3034812416,2812722673,3142051,0.002659260478497358
11:27:24,6.3,3035824128,2812722673,3142051,0.002681388895183012
11:27:25,6.4,3035164672,2812722673,3142051,0.002703545539313292
11:27:26,6.5,3037351936,2812722673,3142051,0.0027257021245241445
11:27:27,6.7,3040956416,2812722673,3142051,0.0027478263779255143
11:27:28,6.0,3040952320,2812722673,3142051,0.0027699825851194874
11:27:29,6.4,3042172928,2812722673,3142051,0.0027921387333961233
11:27:30,6.0,3034427392,2812722673,3142051,0.0028142948227556567
11:27:31,5.4,3033690112,2812722673,3142051,0.0028364508531983227
11:27:32,6.1,3033165824,2812722673,3142051,0.0028585890879566254
11:27:33,6.8,3034046464,2812722673,3142051,0.002880744863119469
11:27:34,6.3,3034669056,2812722673,3142051,0.002924793748031788
11:27:35,5.4,3034267648,2812722673,3142051,0.0029691035417804663
11:27:36,5.7,3033509888,2812722673,3142266,0.0029911887887142225
11:27:37,5.3,3037896704,2812722673,3142481,0.003013340401389128
11:27:38,4.9,3037491200,2812722673,3142696,0.003035491935534349
11:27:39,5.7,3039506432,2812722673,3142911,0.003057643391150305
11:27:40,4.7,3039723520,2812722673,3142911,0.0030797940858536916
11:27:41,4.8,3039977472,2812722743,3142911,0.0031019240736505343
11:27:42,4.9,3039518720,2812722743,3142911,0.003124074444478356
11:27:43,5.5,3035631616,2812722743,3143126,0.003146065100616756
11:27:44,5.3,3036811264,2812722743,3143341,0.0031903426555404206
11:27:45,5.2,3037843456,2812722743,3143556,0.003212491407277833
11:27:46,5.2,3038355456,2812722743,3143771,0.003234640070687963
11:27:47,6.1,3038351360,2812722743,3143771,0.0032567886457713397
11:27:48,5.2,3038306304,2812722743,3143771,0.003278937132528491
11:27:49,6.1,3036905472,2812722743,3143771,0.003300775466244226
11:27:50,5.9,3037052928,2812722743,3143771,0.0033228974048226654
11:27:51,5.5,3035951104,2812722743,3143771,0.0033450433850465595
11:27:52,6.3,3035951104,2812722743,3143771,0.003367189276964222
11:27:53,6.3,3036016640,2812722743,3143771,0.00338933508057618
11:27:54,6.7,3035705344,2812722743,3143986,0.003411446032779012
11:27:55,6.6,3035705344,2812722743,3144201,0.003433591434186221
11:27:56,6.1,3035963392,2812722743,3144416,0.0034557367472911097
11:27:57,6.0,3035185152,2812722743,3144631,0.0034778819720942063
11:27:58,6.1,3035181056,2812722743,3144631,0.003500027108596039
11:27:59,8.4,3035181056,2812722743,3144631,0.0035221105195085327
11:28:00,5.1,3035156480,2812722743,3144631,0.003544255092000832
11:28:01,5.6,3034378240,2812722743,3144631,0.0035663995761965423
11:28:02,5.4,3034710016,2812722743,3144631,0.0035885439720961913
11:28:03,6.1,3035623424,2812722743,3144631,0.0036106882797003062
11:28:04,5.7,3034918912,2812722743,3144631,0.0036328107715940558
11:28:05,5.0,3035107328,2812722743,3144631,0.0036549547702116095
11:28:06,4.8,3034816512,2812722743,3144631,0.0036770986805362694
11:28:07,5.4,3035971584,2812722743,3144631,0.0036992425025685646
11:28:08,5.1,3035967488,2812722743,3144631,0.003721386236309023
11:28:09,5.1,3036033024,2812722743,3144631,0.003743514955646824
11:28:10,4.9,3036188672,2812722743,3144631,0.0037653072892196208
11:28:11,5.0,3036700672,2812722743,3144631,0.0038095965842093885
11:28:12,5.1,3036696576,2812722743,3144631,0.0038317377633980557
11:28:13,5.7,3036692480,2812722743,3144631,0.0038537610631596557
11:28:14,5.8,3035258880,2812722743,3144631,0.003875901389316853
11:28:15,5.8,3035287552,2812722743,3144631,0.0038980416272086853
11:28:16,5.9,3035541504,2812722743,3144631,0.003920181776835679
11:28:17,5.5,3033894912,2812722743,3144631,0.003942320091918072
11:28:18,5.8,3033403392,2812722743,3144631,0.003964431080054432
11:28:19,6.3,3033399296,2812722743,3144631,0.003986570793330356
11:28:20,5.6,3033657344,2812722743,3144631,0.004008710418344922
11:28:21,6.1,3032563712,2812722743,3144631,0.004030849955098657
11:28:22,6.2,3032465408,2812722743,3144631,0.004052989403592089
11:28:23,6.1,3032858624,2812722743,3144631,0.004075113420760388
11:28:24,6.4,3033694208,2812722743,3144631,0.004097209960583179
11:28:25,7.1,3037057024,2812722743,3144631,0.004119057823101193
11:28:26,12.2,3017539584,2812722743,3144631,0.004163118973303999
11:28:27,10.1,3023454208,2812722743,3144631,0.004185251174859794
11:28:28,7.8,3024932864,2812722743,3144631,0.004207300330383795
11:28:29,8.8,3019513856,2812722743,3144631,0.004229435587356778
11:28:30,7.5,3019739136,2812722743,3144701,0.004251570756102
11:28:31,9.0,3020038144,2812722743,3144701,0.00427370583661999
11:28:32,7.8,3020804096,2812722743,3144701,0.004295840828911274
11:28:33,9.3,3026440192,2812722743,3144701,0.004317924101523032
11:28:34,8.6,3026436096,2812722743,3144701,0.004340058652792651
11:28:35,8.4,3026366464,2812722743,3144701,0.00436177491027364
11:28:36,7.9,3027210240,2812722743,3144701,0.004383907163902112
11:28:37,9.1,3032334336,2812722743,3144701,0.004399188073469536
11:28:38,4.7,3033833472,2812722743,3144701,0.00444339119616091
11:28:39,5.3,3034611712,2812722743,3144701,0.004465487748425916
11:28:40,5.9,3034124288,2812722743,3144701,0.004487584202996203
11:28:41,5.3,3034112000,2812722743,3144701,0.004509679562950153
11:28:42,4.9,3034124288,2812722743,3144701,0.004553801506866182
11:28:43,5.8,3033907200,2812722743,3144701,0.004575776854173308
11:28:44,5.9,3032600576,2812722743,3144701,0.00459787087631219
11:28:45,5.2,3032186880,2812722743,3144701,0.004619963769757806
11:28:46,5.9,3029622784,2812722743,3144701,0.004642057572124312
11:28:47,6.2,3029753856,2812722743,3144701,0.004664150236036948
11:28:48,6.5,3029938176,2812722743,3144701,0.004686210670369067
11:28:49,6.0,3029934080,2812722743,3144701,0.0047083029485691956
11:28:50,6.6,3029925888,2812722743,3144701,0.004730395109567224
11:28:51,6.2,3029925888,2812722743,3144701,0.004752487153364087
11:28:52,6.0,3030183936,2812722743,3144701,0.004774579079960716
11:28:53,5.9,3030237184,2812722743,3144701,0.004796652864684875
11:28:54,7.0,3030233088,2812722743,3144701,0.004818694412325955
11:28:55,6.1,3030228992,2812722743,3144701,0.004840785674987882
11:28:56,6.4,3030220800,2812722743,3144701,0.004862738163653243
11:28:57,5.9,3029983232,2812722743,3144701,0.004884828562410426
11:28:58,5.1,3029954560,2812722743,3144701,0.004906918843982968
11:28:59,4.9,3030183936,2812722743,3144701,0.0049290090083718005
11:29:00,7.7,3030142976,2812722743,3144701,0.004951099055577855
11:29:01,5.2,3030142976,2812722743,3144701,0.004973161505077598
11:29:02,4.9,3029999616,2812722743,3144701,0.0049952511959316555
11:29:03,6.6,3024453632,2812722743,3144701,0.005017289757324525
11:29:04,5.1,3024371712,2812722743,3144701,0.005039378989370225
11:29:05,5.3,3024306176,2812722743,3144701,0.005061468104241488
11:29:06,4.8,3024531456,2812722743,3144701,0.005083153765401403
11:29:07,4.3,3024400384,2812722743,3144701,0.005127340371197342
11:29:08,4.7,3024396288,2812722743,3144701,0.005149379521867957
11:29:09,5.5,3024744448,2812722743,3144701,0.0051714661482235025
11:29:10,5.6,3024744448,2812722743,3144701,0.005193552657430394
11:29:11,5.3,3024736256,2812722743,3144701,0.005215413136962716
11:29:12,4.9,3024736256,2812722743,3144701,0.005237498455821922
11:29:13,5.5,3024736256,2812722743,3144701,0.0052594348847708645
11:29:14,5.5,3024723968,2812722743,3144701,0.005281519345056243
11:29:15,6.4,3024723968,2812722743,3144701,0.005303603688214398
11:29:16,6.6,3024019456,2812722743,3144701,0.005325684383590705
11:29:17,5.5,3024134144,2812722743,3144701,0.005347766114344079
11:29:18,6.2,3023327232,2812722743,3144701,0.005369808549751718
11:29:19,6.2,3023577088,2812722743,3144701,0.005391892229333087
11:29:20,6.9,3023384576,2812722743,3144701,0.00541397579179396
11:29:21,10.0,3022671872,2812722743,3144701,0.0054356292237987755
11:29:22,8.9,3020804096,2812722743,3144701,0.005457705982551692
11:29:23,9.0,3019649024,2812722743,3144701,0.005479690565409055
11:29:24,6.7,3016769536,2812722743,3144701,0.005501771504137929
11:29:25,8.7,3018428416,2812722743,3144701,0.005523852325773831
11:29:26,8.9,3039363072,2812722743,3144775,0.005545933030317694
11:29:27,8.5,3031396352,2812722743,3144775,0.005568013617770448
11:29:28,6.7,3031810048,2812722743,3144775,0.005590043447673658
11:29:29,8.1,3034304512,2812722743,3144775,0.00561212360105667
11:29:30,7.7,3029147648,2812722743,3144775,0.0056342036373534885
11:29:31,6.4,3029663744,2812722743,3144775,0.005656283556565045
11:29:32,7.3,3035160576,2812722743,3144775,0.005678363358692271
11:29:33,6.7,3036553216,2812722743,3144775,0.005700407778007562
11:29:34,8.7,3035004928,2812722743,3144775,0.005722487209467777
11:29:35,7.9,3033231360,2812722743,3144990,0.005744542408531971
11:29:36,5.2,3032858624,2812722743,3145205,0.005766621513210093
11:29:37,23.4,3050373120,2812722743,3145420,0.005787838602365105
11:29:38,4.8,3055996928,2812722743,3145635,0.005831831194995228
11:29:39,7.8,3075477504,2812722743,3145635,0.00585376499806384
11:29:40,12.0,3045527552,2812722743,3145635,0.005875763821685147
11:29:41,21.2,3096391680,2812722743,3145635,0.005897381584663981
11:29:42,19.3,3100315648,2812722743,3145635,0.005941496360336514
11:29:43,25.3,3178332160,2812722743,3145850,0.005962909378574295
11:29:44,28.1,3268046848,2823081423,3158572,0.005983322647251557
11:29:45,14.7,3299557376,2823081423,3158787,0.006005303212616436
11:29:46,32.4,3374809088,2823081423,3159076,0.006027181928168355
11:29:47,28.5,3433119744,2823081423,3159076,0.0060481258645895255
11:29:48,24.0,3450580992,2823081423,3159076,0.006070180558072534
11:29:49,16.5,3450134528,2823081507,3159160,0.00609201996151874
11:29:50,15.6,3429621760,2823081507,3159160,0.006113890074022214
11:29:51,24.3,3445313536,2823081507,3159160,0.006158013296894375
11:29:52,28.9,3493658624,2823081507,3159160,0.006179525818500265
11:29:53,22.8,3533377536,2823081507,3159160,0.006201246560901207
11:29:54,23.8,3548377088,2823081507,3159375,0.006223239518365397
11:29:55,11.2,3546800128,2823081507,3159590,0.006245287070247563
11:29:56,14.9,3548004352,2823081507,3159805,0.0062673344761655925
11:29:57,11.4,3543711744,2823081507,3160020,0.006289322055218041
11:29:58,9.5,3521228800,2823081507,3160020,0.006311366174652273
11:29:59,9.2,3522998272,2823081507,3160020,0.0063334059357916216
11:30:00,8.6,3525963776,2823081507,3160020,0.006377427173753776
11:30:01,11.9,3461685248,2823081507,3160020,0.006399341882854088
11:30:02,11.6,3462336512,2823081507,3160020,0.006421387324181422
11:30:03,10.7,3449364480,2823081507,3160020,0.006442868197230317
11:30:04,8.8,3453108224,2823081507,3160020,0.006464350869962632
11:30:05,6.5,3452493824,2823081507,3160020,0.006486392034887081
11:30:06,6.4,3446194176,2823081507,3160020,0.00650843305392667
11:30:07,7.8,3446398976,2823081507,3160020,0.006527299991179324
11:30:08,8.8,3446460416,2823081507,3160090,0.006549044071097481
11:30:09,7.2,3447156736,2823081507,3160090,0.006571033868387484
11:30:10,9.9,3439497216,2823081507,3160090,0.006593062510611744
11:30:11,8.1,3436322816,2823081507,3160090,0.006614990361959043
11:30:12,5.6,3433717760,2823081507,3160090,0.006635309501917517
11:30:13,6.1,3432148992,2823081507,3160090,0.006657022067146428
11:30:14,7.2,3428847616,2823081507,3160090,0.006679040158004489
11:30:15,6.7,3428122624,2823081507,3160090,0.00670104774408346
11:30:16,4.0,3423674368,2823081507,3160090,0.006723068434885099
11:30:17,6.5,3426344960,2823081507,3160090,0.006741758695712043
11:30:18,22.9,3594985472,2823081507,3160090,0.006752253867149955
11:30:19,38.6,3761836032,2823081507,3160090,0.006762351005976557
11:30:20,65.5,4044316672,2823081507,3160090,0.0067759769906241525
11:30:21,86.8,4245356544,2823081507,3160090,0.0067764228575300815
11:30:22,88.6,4361805824,2823081507,3160090,0.006786073928929513
11:30:23,90.0,4453588992,2823081507,3160090,0.006795742206133158
11:30:24,88.5,4614844416,2823081507,3160090,0.006806258017195696
11:30:25,64.0,4643983360,2823081507,3160090,0.006837504428098106
11:30:26,29.8,4667633664,2823081507,3160090,0.006834027294454155
11:30:27,28.0,4675563520,2823081507,3160090,0.006851356991473746
11:30:28,15.0,4650520576,2823081507,3160090,0.006871243304872947
11:30:29,14.4,4643246080,2823081507,3160090,0.006891147605781283
11:30:30,41.2,4691947520,2823081507,3160090,0.006911174936569929
11:30:31,89.5,4715380736,2823081507,3160090,0.006931878909606783
11:30:32,72.8,4786716672,2823081507,3160090,0.0069511905158909405
11:30:33,53.1,4789915648,2823081507,3160090,0.006971524354111002
11:30:34,63.2,4867403776,2823081507,3160090,0.006982767696722186
11:30:35,85.3,4925202432,2823081507,3160090,0.006996176503168469
11:30:36,74.8,4960378880,2823081507,3160090,0.007016186450081669
11:30:37,25.8,4975546368,2823081507,3160090,0.007013777432771864
11:30:38,14.4,4747952128,2823081507,3160090,0.007054313032875688
11:30:39,10.2,4756504576,2823081507,3160090,0.007075389788184833
11:30:40,13.1,4794798080,2823081507,3160090,0.007096547777561838
11:30:41,25.9,4837224448,2823081507,3160090,0.007117959690778575
11:30:42,22.3,4836052992,2823081507,3160090,0.007139501546316816
11:30:43,19.8,4764479488,2823081507,3160090,0.007160515022199753
11:30:44,21.6,4641447936,2823081507,3160090,0.007203437808343262
11:30:45,21.7,4622561280,2823081507,3160090,0.00724644244965987
11:30:46,9.5,4620955648,2823081507,3160090,0.00726792616735942
11:30:47,13.3,4618645504,2823081507,3160090,0.007289209748304449
11:30:48,10.9,4613259264,2823081507,3160090,0.007310524783541616
11:30:49,17.7,4606074880,2823081507,3160090,0.007331797249929107
11:30:50,11.3,4611600384,2823081507,3160090,0.00735303155140556
11:30:51,15.0,4609859584,2823081507,3160090,0.007374453169203593
11:30:52,21.3,4609347584,2823081507,3160090,0.007417279544544538
11:30:53,10.8,4609036288,2823081507,3160090,0.007438700258543348
11:30:54,16.8,4531613696,2823081507,3160090,0.007459317614725814
11:30:55,24.2,4510416896,2823081507,3160090,0.00748072957593749
11:30:56,13.5,4512968704,2823081507,3160090,0.007501927219233907
11:30:57,12.1,4513927168,2823081507,3160090,0.007523419607626721
11:30:58,40.1,4569260032,2823081507,3160090,0.00754488397585206
11:30:59,34.6,4567408640,2823081507,3160090,0.00756629888561998
11:31:00,18.1,4561960960,2823081507,3160090,0.007584417039513305
11:31:01,45.4,4623245312,2823081507,3160090,0.0076050886445254455
11:31:02,80.5,4702027776,2823081507,3160090,0.007625515664726325
11:31:03,75.7,4728279040,2823081507,3160090,0.007646926538669323
11:31:04,58.0,4728819712,2823081507,3160090,0.0076682194092972415
11:31:05,21.4,4721188864,2823081507,3160090,0.0076895605922297095
11:31:06,14.6,4729659392,2823081507,3160090,0.007710998662637131
11:31:07,18.9,4732678144,2823081507,3160090,0.007732472810342473
11:31:08,15.8,4716224512,2823081507,3160090,0.0077539265560999816
11:31:09,23.0,4730454016,2823081507,3160090,0.00777531619260212
11:31:10,20.5,4724588544,2823081507,3160090,0.00779672180155103
11:31:11,19.4,4695801856,2823081507,3160090,0.00781806606459661
11:31:12,20.3,4680978432,2823081507,3160090,0.00783947511698909
11:31:13,18.9,4679815168,2823081507,3160090,0.00786073448980172
11:31:14,14.3,4680400896,2823081507,3160090,0.007882184174770853
11:31:15,19.8,4688572416,2823081507,3160090,0.007903517646810533
11:31:16,16.9,4680806400,2823081507,3160090,0.00794620697823407
11:31:17,18.2,4680171520,2823081507,3160090,0.00796768136165521
11:31:18,22.4,4665208832,2823081507,3160090,0.007989076284050208
11:31:19,19.2,4664590336,2823081507,3160090,0.008010579132570562
11:31:20,9.4,4666667008,2823081507,3160090,0.008032007441988665
11:31:21,16.0,4658532352,2823081507,3160090,0.008053405707754396
11:31:22,13.1,4650864640,2823081507,3160090,0.008074862372045731
11:31:23,12.7,4636172288,2823081507,3160090,0.008096363957399344
11:31:24,16.0,4635340800,2823081507,3160090,0.00811781468428699
11:31:25,11.8,4638457856,2823081507,3160090,0.008138471134371541
11:31:26,16.8,4635021312,2823081507,3160090,0.008181496598112185
11:31:27,16.4,4639543296,2823081507,3160090,0.008202836114439251
11:31:28,7.6,4641447936,2823081507,3160090,0.008224162244205949
11:31:29,10.9,4632408064,2823081507,3160090,0.008245431845074147
11:31:30,23.6,4635463680,2823081507,3160090,0.008266577757900677
11:31:31,16.2,4630695936,2823081507,3160090,0.0083095147873036
11:31:32,18.0,4629659648,2823081507,3160090,0.00833100974582832
11:31:33,16.4,4625043456,2823081507,3160090,0.008352382272176261
11:31:34,9.8,4625821696,2823081507,3160090,0.008373874780757589
11:31:35,7.8,4625494016,2823081507,3160305,0.008395321932880801
11:31:36,10.8,4624404480,2823081507,3160520,0.008416748748802402
11:31:37,10.4,4611854336,2823081507,3160735,0.008438240448199725
11:31:38,12.1,4615487488,2823081507,3160950,0.008459733792842537
11:31:39,14.0,4615790592,2823081507,3160950,0.00848096773438427
11:31:40,11.3,4616450048,2823081507,3160950,0.008502348450885567
11:31:41,29.5,4592078848,2823081507,3160950,0.008523840358156273
11:31:42,28.6,4586127360,2823081507,3160950,0.008545332098888003
11:31:43,16.7,4584824832,2823081507,3161165,0.008566595025466518
11:31:44,9.0,4584992768,2823081507,3161380,0.008587995284781637
11:31:45,10.7,4580392960,2823081507,3161595,0.00860948572689861
11:31:46,9.2,4580900864,2823081507,3161810,0.008630916556524728
11:31:47,8.7,4581208064,2823081507,3161810,0.008652406517823391
11:31:48,18.6,4537413632,2823081507,3161810,0.008673896312609375
11:31:49,14.1,4532670464,2823081507,3161810,0.008716721561386516
11:31:50,10.7,4533219328,2823081507,3161810,0.008738208597288842
11:31:51,12.0,4533960704,2823081507,3161810,0.008758679391284694
11:31:52,9.0,4533161984,2823081507,3161810,0.008801488506014575
11:31:53,17.5,4534984704,2823081507,3161810,0.008822839059418646
11:31:54,12.1,4533497856,2823081507,3162025,0.008844316308257561
11:31:55,12.4,4573990912,2823081507,3162314,0.00886569796363848
11:31:56,10.1,4576215040,2823081507,3162529,0.008887054095960925
11:31:57,8.6,4578402304,2823081507,3162744,0.008908512960998736
11:31:58,10.0,4576731136,2823081507,3162744,0.008929990755307763
11:31:59,7.4,4569128960,2823081507,3162744,0.008951470281683511
11:32:00,7.3,4566212608,2823081507,3162744,0.008972866600101768
11:32:01,7.7,4566159360,2823081507,3162744,0.008994107514765103
11:32:02,11.2,4554055680,2823081507,3162744,0.009015583780835676
11:32:03,9.2,4548542464,2823081507,3162744,0.009037059852823949
11:32:04,9.1,4539252736,2823081507,3162744,0.00905853573073255
11:32:05,15.1,4530814976,2823081507,3162744,0.009101516279261415
11:32:06,13.4,4523925504,2823081507,3162744,0.0091431330042415
11:32:07,14.2,4526186496,2823081507,3162744,0.009186058725268701
11:32:08,13.7,4531212288,2823081507,3162744,0.009206036363628543
11:32:09,14.1,4542472192,2823081507,3162744,0.00922739495261496
11:32:10,13.4,4544843776,2823081507,3162744,0.0092487051006286
11:32:11,12.2,4554072064,2823081507,3162744,0.009291342630196283
11:32:12,28.4,4601012224,2823081507,3162744,0.009309734768236518
11:32:13,14.5,4602204160,2823081507,3162744,0.009352456347409999
11:32:14,20.2,4638986240,2843887615,3212906,0.00937369626880665
11:32:15,18.4,4645015552,2843887615,3212906,0.009395086498755473
11:32:16,13.5,4653654016,2843887615,3212980,0.009416182698882194
11:32:17,16.1,4665667584,2843887615,3213054,0.009437628081135654
11:32:18,14.3,4621778944,2843887615,3213054,0.009458975616588164
11:32:19,20.3,4624920576,2843887615,3213054,0.009480163510248734
11:32:20,18.6,4633235456,2843887615,3213054,0.0095011845849084
11:32:21,18.8,4635291648,2843887615,3213054,0.009522262910968669
11:32:22,10.2,4631126016,2843887615,3213054,0.00954364503401052
11:32:23,12.9,4627685376,2843887615,3213054,0.009565096554276066
11:32:24,12.4,4632453120,2843887615,3213054,0.009586294436155548
11:32:25,18.1,4616720384,2843887615,3213054,0.0096076417505983
